Date	EAN	SKU	Machine Type	SN Machine	SN Box	Country ("Free")		Client			Date				Sort
17.03.2016 09:09:09	7615400202751040000	7516831	TASKI swingo 1255 B Power BMS EURO	45493	5U13160301001000	PT		Promotion Portugal			17	3	2016	9:09:09	20160317
17.03.2016 09:40:14	7615400202751040000	7516831	TASKI swingo 1255 B Power BMS EURO	45498	5U1316031A000D00	PT		Promotion Portugal			17	3	2016	9:40:14	20160317
17.03.2016 09:09:52	7615400204076010000	7518367	TASKI swingo 455 B BMS EURO	18815	5U13160C06000400	MONTAGE		Diversey Utrecht, EPC			17	3	2016	9:09:52	20160317
17.03.2016 09:09:52	7615400204076010000	7518367	TASKI swingo 455 B BMS EURO	18815	5U13160C06000400	MONTAGE		Diversey Utrecht, EPC			17	3	2016	9:09:52	20160317
17.03.2016 09:17:28	7615400204076010000	7518367	TASKI swingo 455 B BMS EURO	18815	5U13160C06000400	MONTAGE		Diversey Utrecht, EPC			17	3	2016	9:17:28	20160317
17.03.2016 09:17:28	7615400204076010000	7518367	TASKI swingo 455 B BMS EURO	18815	5U13160C06000400	MONTAGE		Diversey Utrecht, EPC			17	3	2016	9:17:28	20160317
17.03.2016 11:35:33	7615400202751040000	7516831	TASKI swingo 1255 B Power BMS EURO	45496	5U13160C08000400	PT		Promotion Portugal			17	3	2016	11:35:33	20160317
17.03.2016 14:27:28	7615400204137000000	7518373	TASKI swingo 5000	5139	5U13160C09000300	MONTAGE		ISS Belgium			17	3	2016	14:27:28	20160317
17.03.2016 10:55:36	7615400202751040000	7516831	TASKI swingo 1255 B Power BMS EURO	45495	5U13160C10000700	PT		Promotion Portugal			17	3	2016	10:55:36	20160317
17.03.2016 11:01:51	7615400202751040000	7516831	TASKI swingo 1255 B Power BMS EURO	45497	5U13160D15001300	PT		Promotion Portugal			17	3	2016	11:01:51	20160317
17.03.2016 15:19:37	7615400204137000000	7518373	TASKI swingo 5000	5154	5U1316180F000400	MONTAGE		ISS Belgium			17	3	2016	15:19:37	20160317
17.03.2016 15:41:42	7615400204137000000	7518373	TASKI swingo 5000	5154	5U1316180F000400	MONTAGE		ISS Belgium			17	3	2016	15:41:42	20160317
18.03.2016 12:01:44	7615400204076010000	7518367	TASKI swingo 455 B BMS EURO	18966	5U13160616001200	MONTAGE		ISS Belgium			18	3	2016	12:01:44	20160318
22.03.2016 06:20:19	7615400203895000000	7518096	TASKI swingo 4000	4787	4X16161017000D00	MONTAGE		ISS Austria			22	3	2016	6:20:19	20160322
22.03.2016 06:22:24	7615400203895000000	7518096	TASKI swingo 4000	4787	4X16161017000D00	MONTAGE		ISS Austria			22	3	2016	6:22:24	20160322
23.03.2016 05:04:55	7615400202782040000	7516834	TASKI swingo 1255 B Power BMS EBU EURO	45696	4X1616011A001000	MONTAGE		Diversey Utrecht, EPC			23	3	2016	5:04:55	20160323
23.03.2016 05:52:18	7615400220410040000	7523531	TASKI swingo 955 B Power BMS EURO	45879	4X16161815000A00	MONTAGE		Diversey Utrecht, EPC			23	3	2016	5:52:18	20160323
23.03.2016 13:47:17	7615400202232010000	7515883	TASKI swingo 1650 BMS EURO	10136	4X1616190B001000	MONTAGE		ISS France			23	3	2016	13:47:17	20160323
23.03.2016 13:13:27	7615400202737040000	7516829	TASKI swingo 1255 B Power	44917	5U13160307000A00	CZ		Ahold CZ			23	3	2016	13:13:27	20160323
23.03.2016 13:21:31	7615400202737040000	7516829	TASKI swingo 1255 B Power	44920	5U1316030E000600	CZ		Ahold CZ			23	3	2016	13:21:31	20160323
23.03.2016 13:09:30	7615400202737040000	7516829	TASKI swingo 1255 B Power	45068	5U13160312000A00	CZ		Ahold CZ			23	3	2016	13:09:30	20160323
23.03.2016 13:16:13	7615400202737040000	7516829	TASKI swingo 1255 B Power	45060	5U13160314000A00	CZ		Ahold CZ			23	3	2016	13:16:13	20160323
23.03.2016 13:34:08	7615400202676040000	7516823	TASKI swingo 755 B Economy	45552	5U13160C03000800	CZ		Ahold CZ			23	3	2016	13:34:08	20160323
23.03.2016 14:14:14	7615400202676040000	7516823	TASKI swingo 755 B Economy	45551	5U13160C07000400	CZ		Ahold CZ			23	3	2016	14:14:14	20160323
23.03.2016 13:00:21	7615400202737040000	7516829	TASKI swingo 1255 B Power	45064	5U13160C0A000600	CZ		Ahold CZ			23	3	2016	13:00:21	20160323
23.03.2016 13:08:02	7615400202737040000	7516829	TASKI swingo 1255 B Power	42688	5U13160C0D000600	CZ		Ahold CZ			23	3	2016	13:08:02	20160323
23.03.2016 13:04:25	7615400202737040000	7516829	TASKI swingo 1255 B Power	45062	5U13160C0E000100	CZ		Diversey stock Muenchwilen			23	3	2016	13:04:25	20160323
23.03.2016 14:46:04	7.6154E+18	7516829	TASKI swingo 1255 B Power	45062	5U13160C0E000100	CZ		Diversey stock Muenchwilen			23	3	2016	14:46:04	20160323
23.03.2016 14:51:45	7.6154E+18	7516829	TASKI swingo 1255 B Power	45062	5U13160C0E000100	CZ		Diversey stock Muenchwilen			23	3	2016	14:51:45	20160323
23.03.2016 12:56:18	7615400202676040000	7516823	TASKI swingo 755 B Economy	41997	5U13160D08001600	CZ		Ahold CZ			23	3	2016	12:56:18	20160323
23.03.2016 12:53:56	7615400202737040000	7516829	TASKI swingo 1255 B Power	44922	5U13160D0A001300	CZ		Ahold CZ			23	3	2016	12:53:56	20160323
23.03.2016 14:06:29	7615400202676040000	7516823	TASKI swingo 755 B Economy	45783	5U13160D0C001300	CZ		Ahold CZ			23	3	2016	14:06:29	20160323
23.03.2016 14:32:02	7615400202737040000	7516829	TASKI swingo 1255 B Power	44918	5U13160D10001700	CZ		Ahold CZ			23	3	2016	14:32:02	20160323
23.03.2016 13:12:02	7615400202737040000	7516829	TASKI swingo 1255 B Power	44915	5U13160D18001400	CZ		Ahold CZ			23	3	2016	13:12:02	20160323
24.03.2016 12:30:25	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18850	3X35661405000300	FIN		ISS Finland			24	3	2016	12:30:25	20160324
24.03.2016 11:28:31	7.6154E+18	7516826	TASKI swingo 755 B Power BMS EURO	45730	3X35661512000400	FIN		ISS Finland			24	3	2016	11:28:31	20160324
24.03.2016 11:30:23	7.6154E+18	7516826	TASKI swingo 755 B Power BMS EURO	45729	4X16160B12000C00	FIN		ISS Finland			24	3	2016	11:30:23	20160324
24.03.2016 12:41:01	7.6154E+18	7523420	TASKI swingo 2100µicro BMS EURO	1583	4X16160C08000400	FIN		ISS Finland			24	3	2016	12:41:01	20160324
24.03.2016 11:44:20	7.6154E+18	7516826	TASKI swingo 755 B Power BMS EURO	44330	4X1616100F000D00	FIN		ISS Finland			24	3	2016	11:44:20	20160324
24.03.2016 13:07:38	7.6154E+18	7516826	TASKI swingo 755 B Power BMS EURO	44331	4X1616180F001800	FIN		ISS Finland			24	3	2016	13:07:38	20160324
24.03.2016 12:31:37	7.6154E+18	7516826	TASKI swingo 755 B Power BMS EURO	44345	4X16161913001100	FIN		ISS Finland			24	3	2016	12:31:37	20160324
29.03.2016 14:49:32	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1607	4X16160C07000300	MONTAGE		Diversey Utrecht, EPC			29	3	2016	14:49:32	20160329
29.03.2016 06:50:38	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18712	4X16160C14000500	FIN		ISS Finland			29	3	2016	6:50:38	20160329
29.03.2016 06:56:28	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18804	4X16161008001300	FIN		ISS Finland			29	3	2016	6:56:28	20160329
29.03.2016 07:01:00	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18710	4X16161010000D00	FIN		ISS Finland			29	3	2016	7:01:00	20160329
29.03.2016 06:53:34	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18679	4X1616180D000500	FIN		ISS Finland			29	3	2016	6:53:34	20160329
29.03.2016 06:37:59	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18711	4X16161817000700	FIN		ISS Finland			29	3	2016	6:37:59	20160329
29.03.2016 07:02:58	7.6154E+18	7518367	TASKI swingo 455 B BMS EURO	18849	4X16161818001400	FIN		ISS Finland			29	3	2016	7:02:58	20160329
30.03.2016 10:23:26	7615400502721	8004740	TASKI swingo 2500	11735	4X16161901000F00	ES		Eulen			30	3	2016	10:23:26	20160330
30.03.2016 12:12:31	7615400204489	7518692	TASKI swingo 1650 R	10131	5U13160807000C00	MONTAGE		Diversey Deutschland			30	3	2016	12:12:31	20160330
30.03.2016 06:03:17	7615400204489	7518692	TASKI swingo 1650 R	10130	5U13160D10001500	MONTAGE		Diversey Deutschland			30	3	2016	6:03:17	20160330
31.03.2016 07:08:37	7615400203895	7518096	TASKI swingo 4000	4980	4X16161514001700	FIN		RTK-Palvelu Oy			31	3	2016	7:08:37	20160331
31.03.2016 13:11:04	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1451	5U1316060D001400	MONTAGE		Diversey Netherlands			31	3	2016	13:11:04	20160331
04.04.2016 15:32:41	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	45910	5U13160305000E00	MONTAGE		ISS Austria			4	4	2016	15:32:41	20160404
04.04.2016 14:19:34	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46101	5U1316060A000D00	MONTAGE		ISS Austria			4	4	2016	14:19:34	20160404
04.04.2016 14:22:58	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46101	5U1316060A000D00	MONTAGE		ISS Austria			4	4	2016	14:22:58	20160404
04.04.2016 14:40:15	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46104	5U1316060E001200	MONTAGE		ISS Austria			4	4	2016	14:40:15	20160404
04.04.2016 12:51:19	7615400202782	7516834	TASKI swingo 1255 B Power BMS EBU EURO	45506	5U13160C0F000400	MONTAGE		ISS Belgium			4	4	2016	12:51:19	20160404
04.04.2016 15:01:15	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	45826	5U13160D09001200	MONTAGE		ISS Austria			4	4	2016	15:01:15	20160404
04.04.2016 15:15:12	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46102	5U13160D14001200	MONTAGE		ISS Austria			4	4	2016	15:15:12	20160404
05.04.2016 10:29:47	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	45585	4X1616190D001000	FIN		ISS Finland			5	4	2016	10:29:47	20160405
06.04.2016 15:43:22	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	44660	5U13160606001300	ES		Eulen			6	4	2016	15:43:22	20160406
08.04.2016 07:21:03	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	45568	4X16160815001600	FIN		ISS Finland			8	4	2016	7:21:03	20160408
08.04.2016 07:08:49	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	45994	4X16160A03000700	FIN		ISS Finland			8	4	2016	7:08:49	20160408
08.04.2016 07:37:00	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	45678	4X16161903001200	FIN		ISS Finland			8	4	2016	7:37:00	20160408
08.04.2016 07:12:08	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	45726	4X16161918001100	FIN		Pirkanmaan Osuuskauppa			8	4	2016	7:12:08	20160408
11.04.2016 06:38:34	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	46181	5U1316060C000F00	MONTAGE		ISS Austria			11	4	2016	6:38:34	20160411
12.04.2016 12:42:27	7615400204076	7518367	TASKI swingo 455 B BMS EURO	19233	5U13160D07001400	MONTAGE		ISS Belgium			12	4	2016	12:42:27	20160412
13.04.2016 13:43:51	7615400203048	7517023	TASKI swingo 755 B Power BMS SEV	45820	5U13160D0D001000	MONTAGE		Promotion Switzerland			13	4	2016	13:43:51	20160413
13.04.2016 15:05:08	7615400220427	7523532	TASKI swingo 955 B Power BMS SEV	45515	5U13160D0D001000	MONTAGE		Promotion Switzerland			13	4	2016	15:05:08	20160413
14.04.2016 11:35:28	7615400202737	7516829	TASKI swingo 1255 B Power	45653	3X35661613001300	CZ		Ahold CZ			14	4	2016	11:35:28	20160414
14.04.2016 14:54:20	7615400203857	7518086	TASKI swingo 1850 BMS EURO	9992	4X16160C09000300	ES		ISS Spain			14	4	2016	14:54:20	20160414
14.04.2016 08:44:09	7615400204076	7518367	TASKI swingo 455 B BMS EURO	19117	4X16161015001000	FIN		ISS Finland			14	4	2016	8:44:09	20160414
14.04.2016 11:33:23	7615400202737	7516829	TASKI swingo 1255 B Power	45654	5U13160310000600	CZ		Ahold CZ			14	4	2016	11:33:23	20160414
14.04.2016 10:42:07	7615400202737	7516829	TASKI swingo 1255 B Power	45657	5U13160617000E00	CZ		Ahold CZ			14	4	2016	10:42:07	20160414
14.04.2016 11:06:53	7615400202737	7516829	TASKI swingo 1255 B Power	45651	5U13160B07000900	CZ		Ahold CZ			14	4	2016	11:06:53	20160414
14.04.2016 10:59:26	7615400202737	7516829	TASKI swingo 1255 B Power	45487	5U13160B0A000A00	CZ		Ahold CZ			14	4	2016	10:59:26	20160414
14.04.2016 11:04:17	7615400202737	7516829	TASKI swingo 1255 B Power	44923	5U13160C0E000600	CZ		Ahold CZ			14	4	2016	11:04:17	20160414
14.04.2016 11:14:05	7615400202737	7516829	TASKI swingo 1255 B Power	45491	5U13160C12000400	CZ		Ahold CZ			14	4	2016	11:14:05	20160414
14.04.2016 10:45:17	7615400202737	7516829	TASKI swingo 1255 B Power	45488	5U13160D07001200	CZ		Ahold CZ			14	4	2016	10:45:17	20160414
14.04.2016 10:57:34	7615400202737	7516829	TASKI swingo 1255 B Power	45489	5U13160D08001400	CZ		Ahold CZ			14	4	2016	10:57:34	20160414
14.04.2016 10:55:27	7615400202737	7516829	TASKI swingo 1255 B Power	45659	5U13160D0A000200	CZ		Ahold CZ			14	4	2016	10:55:27	20160414
14.04.2016 13:27:21	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	46199	5U13160D0D000100	MONTAGE		ISS France			14	4	2016	13:27:21	20160414
14.04.2016 10:48:08	7615400202737	7516829	TASKI swingo 1255 B Power	45652	5U13160D0D001600	CZ		Ahold CZ			14	4	2016	10:48:08	20160414
14.04.2016 11:09:23	7615400202737	7516829	TASKI swingo 1255 B Power	45650	5U13160D12001600	CZ		Ahold CZ			14	4	2016	11:09:23	20160414
14.04.2016 12:04:57	7615400202737	7516829	TASKI swingo 1255 B Power	45649	5U13161808000400	CZ		Ahold CZ			14	4	2016	12:04:57	20160414
14.04.2016 12:20:08	7615400202737	7516829	TASKI swingo 1255 B Power	45648	5U13161912001600	CZ		Ahold CZ			14	4	2016	12:20:08	20160414
15.04.2016 07:26:48	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	45773	4X16161916000C00	FIN		SOL Palvelut Oy			15	4	2016	7:26:48	20160415
15.04.2016 18:01:44	7615400202690	7516825	TASKI swingo 755 B Economy BMS EURO	46186	5U13160C07000900	PT		Promotion Portugal			15	4	2016	18:01:44	20160415
15.04.2016 07:19:44	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46145	5U13160D10000100	MONTAGE		ISS Austria			15	4	2016	7:19:44	20160415
15.04.2016 07:19:44	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46145	5U13160D10000100	MONTAGE		ISS Austria			15	4	2016	7:19:44	20160415
15.04.2016 07:19:44	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46145	5U13160D10000100	MONTAGE		ISS Austria			15	4	2016	7:19:44	20160415
18.04.2016 09:28:42	7615400202690	7516825	TASKI swingo 755 B Economy BMS EURO	46186	5U13160C07000900	PT		Promotion Portugal			18	4	2016	9:28:42	20160418
19.04.2016 12:01:46	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	44381	4X16160B06000E00	ES		ISS Spain			19	4	2016	12:01:46	20160419
19.04.2016 11:30:39	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	44116	4X16161004000C00	ES		ISS Spain			19	4	2016	11:30:39	20160419
19.04.2016 14:36:07	7615400502721	8004740	TASKI swingo 2500	11739	4X16161808001700	ES		ISS Spain			19	4	2016	14:36:07	20160419
19.04.2016 13:38:45	7615400502721	8004740	TASKI swingo 2500	11843	5U1316030A000D00	MONTAGE		ISS Austria			19	4	2016	13:38:45	20160419
19.04.2016 12:20:49	7615400204076	7518367	TASKI swingo 455 B BMS EURO	19283	5U13161502000800	MONTAGE		ISS Belgium			19	4	2016	12:20:49	20160419
20.04.2016 09:35:26	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1646	5U1316060B001000	MONTAGE		Demo Set 2			20	4	2016	9:35:26	20160420
20.04.2016 08:51:47	7615400220410	7523531	TASKI swingo 955 B Power BMS EURO	46894	5U13160C0C000700	MONTAGE		Diversey B.V., Utrecht			20	4	2016	8:51:47	20160420
20.04.2016 08:32:32	7615400220410	7523531	TASKI swingo 955 B Power BMS EURO	46893	5U13160C18000900	MONTAGE		Demo Set 2			20	4	2016	8:32:32	20160420
21.04.2016 07:23:43	7615400204076	7518367	TASKI swingo 455 B BMS EURO	19421	5U13160304000E00	MONTAGE		ISS Netherlands			21	4	2016	7:23:43	20160421
21.04.2016 14:20:57	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1645	5U13160306001000	MONTAGE		Diversey B.V., Utrecht			21	4	2016	14:20:57	20160421
21.04.2016 07:47:11	7615400204076	7518367	TASKI swingo 455 B BMS EURO	19422	5U1316030A000A00	MONTAGE		ISS Netherlands			21	4	2016	7:47:11	20160421
21.04.2016 10:58:27	7615400219483	7523356	TASKI swingo XP-R BMS EURO	2815	5U13160317000E00	MONTAGE		 Can not be true - this machine is in Finland not in ISS Netherland			21	4	2016	10:58:27	20160421
21.04.2016 10:38:51	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1644	5U13160603001300	MONTAGE		Diversey B.V., Utrecht			21	4	2016	10:38:51	20160421
21.04.2016 15:32:40	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46312	5U1316060B001300	MONTAGE		Diversey Utrecht, EPC			21	4	2016	15:32:40	20160421
21.04.2016 14:10:54	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	46202	5U1316060E001800	MONTAGE		Diversey Utrecht, EPC			21	4	2016	14:10:54	20160421
21.04.2016 12:56:56	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	46203	5U13160618001100	MONTAGE		Diversey Utrecht, EPC			21	4	2016	12:56:56	20160421
21.04.2016 14:36:09	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46315	5U13160805000E00	MONTAGE		Diversey Utrecht, EPC			21	4	2016	14:36:09	20160421
21.04.2016 14:53:22	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46271	5U13160814000E00	MONTAGE		ISS France			21	4	2016	14:53:22	20160421
21.04.2016 10:18:42	7615400204137	7518373	TASKI swingo 5000	4564	5U13160B0B000900	ES		Eulen			21	4	2016	10:18:42	20160421
21.04.2016 13:43:55	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46311	5U13160C12000000	MONTAGE		Diversey Utrecht, EPC			21	4	2016	13:43:55	20160421
21.04.2016 12:37:59	7615400204137	7518373	TASKI swingo 5000	4723	5U13160E10001800	ES		Eulen			21	4	2016	12:37:59	20160421
21.04.2016 15:08:45	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46273	5U13161506000800	MONTAGE		ISS France			21	4	2016	15:08:45	20160421
22.04.2016 06:28:31	7615400204076	7518367	TASKI swingo 455 B BMS EURO	19425	5U13160308000D00	MONTAGE		ISS Belgium			22	4	2016	6:28:31	20160422
22.04.2016 07:04:45	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1649	5U1316030D000900	MONTAGE		Promotion Slovenia			22	4	2016	7:04:45	20160422
22.04.2016 06:38:39	7615400502721	8004740	TASKI swingo 2500	11862	5U13160610000E00	MONTAGE		ISS France			22	4	2016	6:38:39	20160422
22.04.2016 10:20:48	7615400202782	7516834	TASKI swingo 1255 B Power BMS EBU EURO	44078	5U13160D0A001400	HU		Promotion Hungary			22	4	2016	10:20:48	20160422
25.04.2016 15:50:38	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	45920	4X16160C0B000200	ES		ISS Spain			25	4	2016	15:50:38	20160425
25.04.2016 12:08:17	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1652	5U1316060E001100	MONTAGE		Bockholdt			25	4	2016	12:08:17	20160425
25.04.2016 12:16:04	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1652	5U1316060E001100	MONTAGE		Bockholdt			25	4	2016	12:16:04	20160425
25.04.2016 13:26:34	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	46275	5U13160811000E00	MONTAGE		ISS France			25	4	2016	13:26:34	20160425
26.04.2016 10:54:38	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	46411	5U13160316000D00	MONTAGE		ISS France			26	4	2016	10:54:38	20160426
26.04.2016 09:54:30	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46458	5U1316060B001100	MONTAGE		ISS France			26	4	2016	9:54:30	20160426
27.04.2016 07:12:59	7615400502721	8004740	TASKI swingo 2500	10669	5U1316030F000D00	FIN		ISS Finland			27	4	2016	7:12:59	20160427
27.04.2016 09:16:06	7615400502721	8004740	TASKI swingo 2500	11867	5U13160312000600	MONTAGE		ISS France			27	4	2016	9:16:06	20160427
27.04.2016 09:34:19	7615400502721	8004740	TASKI swingo 2500	11867	5U13160312000600	MONTAGE		ISS France			27	4	2016	9:34:19	20160427
27.04.2016 09:44:01	7615400502721	8004740	TASKI swingo 2500	11867	5U13160312000600	MONTAGE		ISS France			27	4	2016	9:44:01	20160427
27.04.2016 07:29:33	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46461	5U1316060D000F00	MONTAGE		ISS Global			27	4	2016	7:29:33	20160427
27.04.2016 07:32:48	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	46461	5U1316060D000F00	MONTAGE		ISS Global			27	4	2016	7:32:48	20160427
